Date,AAPL,CAT,GLD,JNJ,JPM,PG,UNG,USO,XOM
2020-03-20,55.33934783935547,84.53141021728516,140.11000061035156,100.78949737548828,70.53948974609375,87.44657135009766,50.119998931884766,39.52000045776367,24.80074119567871
2020-03-23,54.16370391845703,81.30062866210938,146.3000030517578,93.4334945678711,66.76333618164062,83.40843200683594,50.599998474121094,39.040000915527344,23.823558807373047
2020-03-24,59.597694396972656,89.70067596435547,153.39999389648438,100.19261932373047,74.70429992675781,88.16366577148438,52.84000015258789,39.84000015258789,26.846004486083984
2020-03-25,59.2693977355957,92.64817810058594,151.3000030517578,100.37755584716797,77.49207305908203,86.15744018554688,52.15999984741211,40.63999938964844,28.247392654418945
2020-03-26,62.388328552246094,97.80859375,153.24000549316406,106.40524291992188,82.89025115966797,91.67247772216797,51.20000076293945,38.63999938964844,29.4063777923584
2020-03-27,59.805301666259766,93.32975769042969,152.25,103.53852844238281,76.98519134521484,94.0543441772461,50.68000030517578,35.7599983215332,27.989831924438477
2020-03-30,61.51202392578125,98.87960052490234,152.9199981689453,111.81925201416016,78.98734283447266,98.17781829833984,51.279998779296875,33.84000015258789,28.406475067138672
2020-03-31,61.386497497558594,102.7123031616211,148.0500030517578,110.23878479003906,76.0559310913086,93.90921783447266,50.20000076293945,33.68000030517578,28.76249122619629
2020-04-01,58.15652084350586,98.56097412109375,149.4499969482422,108.28838348388672,71.26602172851562,93.33723449707031,48.040000915527344,35.040000915527344,28.429187774658203
2020-04-02,59.12696075439453,103.3319091796875,151.89999389648438,111.93697357177734,73.92708587646484,97.66558837890625,47.0,40.880001068115234,30.603235244750977
2020-04-03,58.2772216796875,101.4996566772461,152.64999389648438,112.79444122314453,71.7419662475586,98.24612426757812,49.880001068115234,47.20000076293945,29.701801300048828
2020-04-06,63.36115264892578,106.59808349609375,156.8800048828125,117.49388122558594,76.35974884033203,100.5767822265625,52.959999084472656,43.84000015258789,30.656265258789062
2020-04-07,62.627315521240234,107.91695404052734,156.0399932861328,115.57711791992188,77.36695098876953,96.2740249633789,57.2400016784668,40.720001220703125,31.239540100097656
2020-04-08,64.2302474975586,112.7675552368164,154.64999389648438,120.43622589111328,80.49100494384766,98.26319885253906,54.20000076293945,42.959999084472656,33.21663284301758
2020-04-09,64.6937255859375,110.66974639892578,158.69000244140625,118.72968292236328,87.7121353149414,97.8875503540039,52.52000045776367,39.84000015258789,32.671226501464844
2020-04-13,65.96351623535156,101.030517578125,161.41000366210938,117.5022964477539,83.81134033203125,98.98883819580078,52.439998626708984,39.439998626708984,32.39094924926758
2020-04-14,69.29487609863281,103.10176086425781,162.67999267578125,122.76496887207031,81.51526641845703,103.2659912109375,49.79999923706055,37.279998779296875,32.14097213745117
2020-04-15,68.66239166259766,98.72029113769531,161.85000610351562,124.13529205322266,77.4949722290039,103.48795318603516,48.15999984741211,35.439998626708984,30.663841247558594
2020-04-16,69.20796203613281,100.21617126464844,161.7100067138672,125.82505798339844,74.54165649414062,103.72699737548828,51.08000183105469,34.880001068115234,29.656356811523438
2020-04-17,68.2689208984375,103.88753509521484,158.57000732421875,127.8006362915039,81.24211120605469,106.45036315917969,52.79999923706055,33.68000030517578,32.739402770996094
2020-04-20,66.85186767578125,102.36895751953125,159.6999969482422,127.50639343261719,78.2802505493164,102.9586410522461,57.040000915527344,30.0,31.1940860748291
2020-04-21,64.78544616699219,98.12593078613281,158.61000061035156,125.83345031738281,76.00977325439453,102.1732406616211,54.63999938964844,22.479999542236328,31.027437210083008
2020-04-22,66.65150451660156,98.83160400390625,161.72999572753906,128.6161346435547,76.25732421875,101.93418884277344,56.63999938964844,20.079999923706055,31.913726806640625
2020-04-23,66.39319610595703,100.85936737060547,163.33999633789062,130.734619140625,76.29997253417969,102.61398315429688,53.880001068115234,21.1200008392334,32.91362380981445
2020-04-24,68.30995178222656,101.86873626708984,162.63999938964844,130.1881866455078,77.42671966552734,102.08114624023438,51.91999816894531,20.559999465942383,33.125732421875
2020-04-27,68.35823059082031,102.9049301147461,161.55999755859375,129.70899963378906,80.76412963867188,100.93812561035156,53.040000915527344,17.520000457763672,33.28480529785156
2020-04-28,67.25017547607422,103.1371841430664,160.83999633789062,127.27099609375,81.33602142333984,100.45684814453125,53.84000015258789,17.040000915527344,34.06504440307617
2020-04-29,69.45904541015625,107.24622344970703,161.72999572753906,126.30424499511719,83.52967071533203,100.62015533447266,52.0,18.0,35.951229095458984
2020-04-30,70.92436218261719,103.95899200439453,158.8000030517578,126.13607025146484,81.7371826171875,101.2990951538086,53.63999938964844,19.1200008392334,35.2012939453125
2020-05-01,69.78250122070312,99.04600524902344,159.77999877929688,124.66487121582031,79.59473419189453,100.39669799804688,52.040000915527344,18.860000610351562,32.678810119628906
2020-05-04,70.76984405517578,96.22325897216797,160.33999633789062,124.64810943603516,78.64728546142578,99.49433135986328,55.119998931884766,19.670000076293945,33.99686050415039
2020-05-05,71.83203887939453,97.28623962402344,161.02000427246094,125.68211364746094,78.52777099609375,99.7005844116211,57.959999084472656,21.510000228881836,33.958984375
2020-05-06,72.57313537597656,96.17860412597656,158.9499969482422,124.48834228515625,77.05110931396484,97.19966888427734,53.959999084472656,20.850000381469727,33.32268142700195
2020-05-07,73.32390594482422,95.83914947509766,161.38999938964844,124.0763931274414,77.85347747802734,96.40042114257812,52.63999938964844,20.469999313354492,33.512062072753906
2020-05-08,75.06913757324219,100.14471435546875,160.4199981689453,125.00958251953125,79.1252670288086,99.64899444580078,50.560001373291016,21.469999313354492,34.98160934448242
2020-05-11,76.25035858154297,97.01827239990234,159.4199981689453,125.3542709350586,76.79505920410156,99.09898376464844,51.15999984741211,21.170000076293945,34.648319244384766
2020-05-12,75.37896728515625,93.7935791015625,160.0399932861328,123.6980972290039,74.28557586669922,98.44583892822266,47.20000076293945,20.969999313354492,34.069175720214844
2020-05-13,74.46883392333984,93.32906341552734,161.5800018310547,123.68972778320312,71.72488403320312,97.9043960571289,45.31999969482422,20.600000381469727,32.3780632019043
2020-05-14,74.92630767822266,94.85655212402344,163.00999450683594,124.11846923828125,74.70381927490234,97.80984497070312,45.7599983215332,21.450000762939453,32.663787841796875
2020-05-15,74.48334503173828,96.40190887451172,163.92999267578125,126.47237396240234,73.32106018066406,98.49739837646484,45.15999984741211,22.389999389648438,32.43212127685547
2020-05-18,76.23827362060547,102.744140625,162.69000244140625,126.53963470458984,77.20476531982422,99.87246704101562,48.400001525878906,24.309999465942383,35.0112419128418
2020-05-19,75.79771423339844,100.11793518066406,164.25999450683594,125.27860260009766,75.6854248046875,96.6324691772461,49.0,24.440000534057617,33.93017578125
2020-05-20,77.27186584472656,103.34263610839844,164.64999389648438,124.15208435058594,77.95587921142578,97.3543701171875,47.15999984741211,25.34000015258789,35.0344123840332
2020-05-21,76.69575500488281,101.88661193847656,162.25,123.33663177490234,76.96577453613281,95.92774200439453,46.15999984741211,26.600000381469727,34.4089469909668
2020-05-22,77.18953704833984,100.46630859375,163.2100067138672,122.21075439453125,76.36827850341797,96.76998138427734,46.560001373291016,25.56999969482422,34.4398193359375
2020-05-26,76.66670989990234,104.87907409667969,160.88999938964844,122.37162780761719,81.78839874267578,96.28010559082031,47.7599983215332,25.65999984741211,35.45139694213867
2020-05-27,77.00074005126953,109.3543701171875,161.17999267578125,122.65093231201172,86.52568054199219,97.87860870361328,46.400001525878906,25.0,35.70622253417969
2020-05-28,77.03461456298828,107.8536605834961,161.72000122070312,124.41168975830078,85.23681640625,99.74353790283203,45.08000183105469,25.030000686645508,34.77959060668945
2020-05-29,76.95957946777344,107.30876159667969,162.91000366210938,125.91844940185547,83.06021118164062,99.62322998046875,45.279998779296875,25.8799991607666,35.111637115478516
2020-06-01,77.90601348876953,107.63926696777344,163.66000366210938,124.59794616699219,84.16132354736328,100.7662353515625,43.959999084472656,26.219999313354492,35.73710250854492
2020-06-02,78.26669311523438,110.15830993652344,162.60000610351562,125.49520874023438,84.44298553466797,101.46236419677734,43.79999923706055,27.06999969482422,36.532470703125
2020-06-03,78.69757080078125,113.52592468261719,159.60000610351562,125.83381652832031,89.00102233886719,101.86629486083984,44.63999938964844,27.1200008392334,38.02279281616211
2020-06-04,78.01980590820312,115.19638061523438,161.27999877929688,124.2085189819336,90.85324096679688,99.73495483398438,45.040000915527344,27.5,37.91469955444336
2020-06-05,80.24187469482422,120.69890594482422,158.00999450683594,124.6910400390625,94.94180297851562,101.69441986083984,44.47999954223633,28.8700008392334,40.9880256652832
2020-06-08,80.71630096435547,123.02142333984375,159.72000122070312,124.2424087524414,96.83670806884766,102.3132095336914,44.599998474121094,28.3700008392334,42.269866943359375
2020-06-09,83.26517486572266,119.86819458007812,161.25999450683594,123.5567398071289,94.35285949707031,101.70301055908203,43.599998474121094,28.420000076293945,41.327789306640625
2020-06-10,85.40740203857422,118.30493927001953,163.57000732421875,125.1142578125,90.52886199951172,102.46788787841797,44.20000076293945,28.43000030517578,39.1115837097168
2020-06-11,81.30696105957031,108.57720947265625,162.38999938964844,119.24798583984375,82.97483825683594,99.9154281616211,44.7599983215332,26.360000610351562,35.659881591796875
2020-06-12,82.00890350341797,110.00645446777344,162.6199951171875,120.33149719238281,85.24533081054688,99.36541748046875,43.0,26.43000030517578,36.42436218261719
2020-06-15,83.02312469482422,110.41732788085938,162.3300018310547,119.56963348388672,86.42325592041016,100.28498077392578,41.47999954223633,26.979999542236328,36.40119552612305
2020-06-16,85.22342681884766,116.22361755371094,162.25,122.28692626953125,87.11463928222656,101.52253723144531,40.0,27.639999389648438,37.21971893310547
2020-06-17,85.10480499267578,114.54426574707031,162.55999755859375,121.91448974609375,84.91246795654297,101.35066223144531,40.47999954223633,27.280000686645508,36.007381439208984
2020-06-18,85.13870239257812,113.97257232666016,162.24000549316406,121.39813232421875,84.45152282714844,102.51085662841797,40.52000045776367,27.889999389648438,36.231319427490234
2020-06-19,84.65216827392578,113.85643005371094,164.02999877929688,121.7536849975586,83.48698425292969,102.20146942138672,41.0,28.229999542236328,35.50545120239258
2020-06-22,86.86699676513672,112.36469268798828,165.08999633789062,121.3812026977539,82.58222198486328,101.1959457397461,40.560001373291016,28.979999542236328,35.84523010253906
2020-06-23,88.72113800048828,112.77557373046875,166.47999572753906,120.93252563476562,83.58942413330078,101.17877197265625,39.599998474121094,28.719999313354492,36.06142807006836
